id,sentence1,sentence2,label
772,کاش تو ایران در کنار تست کرونا یه تست مغزی هم از کسایی که تو ایران زندگی می‌کنن و از ترامپ شارلاتان طرفداری می‌کنن بگیرن.,ترامپ با فریاد سر دادن ساخت داروی کرونا می‌خواهد در بین مردم جهان محبوب بشود غافل از اینکه منفور ترین شخص در جهان است #تحریف_دشمنی,nonparaphrase
773,در حالی که خامنه یی شیش ماه است که از ترس کرونا وحمله های اسرائیل از زیر زمین بیرون نیومده ،ولی ترامپ شجاع رفته از محلشون پیتزا بخره #رستاخیز_ملی_با_پهلوی #جاویدشاه https://t.co/WMWgtOMF9A,صدای نخست وزیر نیوزیلند دراومد که بابا ۹ تای ما کجا، ده‌‌ها هزار آمریکا کجا. دیروز ترامپ گفته بود موج وحشتناک کرونا تو نیوزیلند! https://t.co/m3BBxLUrPv,nonparaphrase
774,مقامات آمریکایی: سخنرانی روحانی در سازمان ملل «شاهکارِ دروغ‌پردازی» بود  سفیر دایم ایالات متحده در سازمان ملل متحد در واکنش به سخنرانی حسن روحانی در سازمان ملل، اظهارات حسن روحانی را «شاهکار دروغ‌پردازی» خواند و ... #روباه_بنفش #گزارش_سیاسی #UN75 https://t.co/pBpOonCCx0,از همه دوستان تقاضا می‌کنم به کنفرانس حمایت از #ایران آزاد بپیوندند تا به روحانی شیاد بگوییم که سازمان ملل جای تو نیست .رژیم جنایتکار اخوندی باید تحریم تسلیحاتی بشود تا امنیت وصلح به جهان بر گردد #NoImpunity4Mullahs  #StopExecutionsInIran @USAdarFarsi @AlArabiya_Fa https://t.co/iZITxp7Rn4 https://t.co/V25jc68Exi,nonparaphrase
775,۲- لیگ برتر اعلام کرده دلیل فسخ پرداخت نکردن به موقع ۱۶۰ میلیون فصل گرشته در ماه مارس بوده. شبکه PPTV به دلیل شیوع کرونا از پرداخت پول در موعد مقرر خودداری کرده بود. اما عده‌ای ماجرا را سیاسی می‌دانند؛ بوریس جانسون، نخست‌وزیر انگلیس چندی پیش همچون ترامپ جلوی فعالیت هواوی در توسعه,🔴برادر ترامپ بر اثر ابتلا به ویروس کرونا درگذشت.   «رابرت ترامپ» برادر کوچک‌ تر «دونالد ترامپ» رئیس‌ جمهوری آمریکا که به دلیل بیماری کرونا در بیمارستان بستری بود، درگذشت. کروناعه دیگه، با کسی شوخی نداره. https://t.co/Urz61HG4Rf,nonparaphrase
776,به ترامپ گفت پیرمرد بعد خودش از اول کرونا رفته توو قرنطینه  دم خروس یا قسم حضرت عباس؟,۲- لیگ برتر اعلام کرده دلیل فسخ پرداخت نکردن به موقع ۱۶۰ میلیون فصل گرشته در ماه مارس بوده. شبکه PPTV به دلیل شیوع کرونا از پرداخت پول در موعد مقرر خودداری کرده بود. اما عده‌ای ماجرا را سیاسی می‌دانند؛ بوریس جانسون، نخست‌وزیر انگلیس چندی پیش همچون ترامپ جلوی فعالیت هواوی در توسعه,nonparaphrase
777,وزیرراه: شرکت بوئینگ برای مذاکره به ایران می آید,مسئولان بوئینگ برای مذاکره به ایران می آیند,paraphrase
778,@S_Hamed_Razavi تو تموم شدی من تازه میرم😂,@S_Hamed_Razavi خدمت تموم شده داری بهش نزدیک میشی,nonparaphrase
779,@Khani به نظر من برنده نهایی ترامپ هست مگر اینکه دموکرات ها از کرونا و جورج فلوید و فرار مالیاتی بتونن خوب استفاده کنن در مورد ان شاالله نمی دونم چه تیکه ای محسوب میشه,@roshangarnasl انگلیس و فرانسه اعلام کرده اند که کورونا در کشورشان بالا رفته است. اینهم یکی دیگر از گناه های ترامپ است که نتوانسته است جلوی کورونا را در ان کشور ها بگیرد. بایدن گویا برنامه کاملی برای از بین بردن کرونا دارد.,nonparaphrase
780,@SamadAgha5791 این جو بایدن چرا دری وری تفت میکنه که ترامپ در کرونا شکست خورده ؟ چی میگه مرتیکه خرفت؟,برنامه تولید واکسن ویروس کرونا با سرعت بالا بودجه می‌خواهد. ترامپ یا بایدن که خودشان نمی‌روند در آزمایشگاه واکسن کشف کنند. بودجه تامین می‌کنند تا متخصصان و دانشمندان این کار را انجام دهند. طرح واکسیناسیون ۳۰۰ میلیون نفر را تا ژانویه ۲۰۲۱ درست و قابل دفاع بود‌ و رئیس جمهور ایالات,nonparaphrase
781,@HananyaPersian با وجودیکه منم دوست دارم ترامپ رای بیاره ولی گویا شانسش خیلی کمه. ضعیف عمل کردنش در مقابل ویروس کرونا و اعتراضات سیاهپوستان آمریکا و‌حمایتش از قشر سرمایه دار به جای قشر ضعیف در این دوره بد اقتصادی شانسش رو پایین آورده.,🔷پرزیدنت ترامپ چهار فرمان اجرایی به منظور ارائه حمایت مالی از آمریکاییان در برابر آسیب‌های شیوع ویروس کرونا امضا کرد. 2/2 https://t.co/wf0fkwDOfb https://t.co/jacFevq7Lc https://t.co/317oyHr6lH,nonparaphrase
782,واکسن کرونا رو که بزنم خودمو تو گِل میپلکونوم :),کاش واکسن کرونا رو داشته باشن 🤨,nonparaphrase
783,@SRezaii @MousaviSa سیاست خارجی تاثیر چندانی در انتخابات آمریکا نداره. اونم در قبال کشوری مثل ایران! رای دهنده آمریکایی اصلا ایران براش مهم نیست. کشوری مثل چین و روابطش با آمریکا روی زندگی آمریکایی ها تاثیر داره ولی ایران هیچ تاثیری تو زندگیشون نداره. ترامپ هم بیشترین ضربه رو از کرونا خواهد خورد,@saiuron ترامپ تلاش کرد گندی که کارتر و اوباما و دموکرات ها خاورمیانه زدن جبران کنه تا حدودی به هدفش رسیده برنامش این بود در چهار ساله دوم ریاست جمهوریش کار حزب الله و ج.ا تموم کنه که متأسفانه چین با ویروس کرونا و همدستی دموکرات ها ممکنه مردم آمریکا فریب بده تا به ترامپ رای ندن 😐,nonparaphrase
784,آمریکا بزرگترین حامی تروریست ها در جهان و خاورمیانه است‌.  ترامپ تروریست در اوایل سال میلادی کسی را  به شهادت رساند که فرمانده مبارزه با داعش بود یعنی قاسم سلیمانی .  ایران و سلیمانی داعش را نابود کردند،ترامپ و دولتش از داعش حمایت و آن را تجهیز کردند. #i_r_iran #TrumpTerrorists https://t.co/CpJD9qp5Qb,رئیس‌جمهور آمریکا: «‌وقتی من قدرت را در دست گرفتم، خاورمیانه در آشوب بود و ایران داشت قدرت می‌گرفت. من از توافق وحشتناک و یک‌طرفه هسته‌ای ایران کنار کشیدم. ما در یک عملیات تروریست شماره یک جهان، یعنی قاسم سلیمانی را نابود کردیم.»  #امیر_سلطانزاده   https://t.co/oewzBV1KUU,nonparaphrase
785,@MohammadIzadi10 دموکراتها از اولش هم تصور شکست ترامپ در انتخابات پیش رو را نمیکردند. بایدن و سندرز را هم فدا کردند که مثلا میشل اوباما فدا نشود. سن بالای بایدن و سندرز نشان از این داشت که دموکراتها رویای شکست ترامپ و ریاست دو دوره ای را  اصلا نداشتند. منتهی بحران فلوید و کرونا بازی را عوض کرد,درگذشت برادر ترامپ بر اثر ابتلا به کرونا   «رابرت ترامپ» برادر کوچک‌تر «دونالد ترامپ» رئیس‌جمهوری آمریکا که به دلیل بیماری در بیمارستان بستری بود، درگذشت. https://t.co/2F1gKpd2Zr,nonparaphrase
786,یه رالی موتورسواری قراره برگزارشه که ۲۵۰هزارنفر بابتش از سراسر آمریکا در داکوتای جنوبی جمع‌شدند. با هرکدومشون که مصاحبه می‌شه حماقت و بلاهت فواره می‌زنه و چرندیات ترامپ در رابطه با کرونا رو تفت می‌دند و آخرش به این نتیجه می‌رسند که این توطئه‌ی چپ‌ها برای شکست ترامپ در انتخاباته!,@euronews_pe احتمالا این نماینده پارلمان نروژ احمقی است هم افق با ترامپ!  ترامپ یک تروریست(ترور قاسم سلیمانی) است و باید محاکمه شود  ترامپ باید بابت سرکوب مردم امریکا،ایجاد تفرقه بین مردم امریکا،بی کفایتی اقتصادی،و بی کفایتی در بحران کرونا نیز باید محاکمه شود https://t.co/ELF7J8jDCs,nonparaphrase
787,@shafieian1355 اول اینکه ترامپ وحشی بازی درآورد و دنیا رو علیه خودشون متحد کرد. دوم روحانی که توی سازمان ملل براش خط‌کشی کرده بودند که از خط خارج نشه چجوری میشه بگی دقیقا چجوری جهان رو علیه امریکا متحد کرد؟😂😂,از همه دوستان تقاضا می‌کنم به کنفرانس حمایت از #ایران آزاد بپیوندند تا به روحانی شیاد بگوییم که سازمان ملل جای تو نیست .رژیم جنایتکار اخوندی باید تحریم تسلیحاتی بشود تا امنیت وصلح به جهان بر گردد #NoImpunity4Mullahs  #StopExecutionsInIran @USAdarFarsi @AlArabiya_Fa https://t.co/iZITxp7Rn4 https://t.co/V25jc68Exi,nonparaphrase
788,پیروزی کلینتون در رقابت مقدماتی در کارولینای جنوبی,کلینتون در کارولینای جنوبی هم پیروز شد,paraphrase
789,ترامپ برای نجات دادن خود و بهبود وضعیت کشورش از شورش مردم به دروغ اعلام ساخت داروی کرونا را میدهد تا شرایط را کمی آرومتر کند #تحریف_دشمنی,کاستی‌ها و تعلل در امر مقابله با شیوع کرونا از سوی دولت ترامپ می‌تواند تاثیری تعیین‌کننده بر انتخابات آمریکا داشته باشد. ترامپ به آن امید بسته است که پیش از انتخابات واکسن مقابله با کرونا در بازار در دسترس قرار گیرد. https://t.co/jlI41gvfce,nonparaphrase
790,برای من همین که ترامپ در برابر این جنایتکار ایستاده که یک میلیون انسان را در اردوگاه‌ها زندانی کرده و یک میلیون انسان را از طریق پخش کرونا در جهان کُشته، کافی است تا طرفدارش باشم. ایرانی طرفدارِ بایدن، به ما بگو جو بایدن هشت سال معاون رئیس جمهور بود، دربرابر این جنایتکار چه کرد؟ https://t.co/WoYPbnXMAm,@neer_oh تبلیغات زیادی صورت گرفت تا جانسون را ترامپ انگلستان و نوچه اون بدونن اما جانسون نشون داد که شخصیت مستقل و بسیار هوشمندی داره. به خوبی بحران برگزیت و  کرونا  را جمع کرد و الان هم با نکشیدن ماشه نشون میده حاضر نیست روی خر چلاق ترامپ شرط بندی کنه و منتظر بایدن هست,nonparaphrase
791,یک عضو شورای نگهبان گفت: شورای نگهبان و وزارت اطلاعات اهل تبانی نیستند.,ایلنا نوشت: یک عضو شورای نگهبان در پاسخ به سوالی در مورد رد صلاحیت‌ها گفت: شورای نگهبان و وزارت اطلاعات اهل تبانی نیستند.,paraphrase
792,۱۱ هزار سیم کارت به نام مرد «از همه‌جا بی‌خبر»!,ثبت ۱۱ هزار سیم کارت به نام مرد «از همه‌جا بی‌خبر»,paraphrase
793,@savramtzedeq @kargadan الان دو تا مشکل وجود داره یکی ترامپ و اونیکی کرونا! قبل از کرونا اگر لاتاری برده بودید و یه فامیل درجه‌ی اول تو آمریکا داشتین یا اینکه میتونستین نامه‌ی پیشنهاد کاری تو آمریکا نشون بدین معافیت از قانون منع ورود ایرانی‌ها میگرفتین اما الان هیچ ویزایی صادر نمیشه بخاطر کرونا,کاستی‌ها و تعلل در امر مقابله با شیوع کرونا از سوی دولت ترامپ می‌تواند تاثیری تعیین‌کننده بر انتخابات آمریکا داشته باشد. ترامپ به آن امید بسته است که پیش از انتخابات واکسن مقابله با کرونا در بازار در دسترس قرار گیرد. https://t.co/jlI41gvfce,nonparaphrase
794,🔷پرزیدنت ترامپ چهار فرمان اجرایی به منظور ارائه حمایت مالی از آمریکاییان در برابر آسیب‌های شیوع ویروس کرونا امضا کرد. 2/2 https://t.co/wf0fkwDOfb https://t.co/jacFevq7Lc https://t.co/317oyHr6lH,@AlinejadMasih این زنکه ولگرد دلقک ترامپ دروغ گوی بزرگی است. ایران ایلامی یعنی همدلی در زمان مشکلات. مثل کرونا https://t.co/8wGlhcgnDe,nonparaphrase
795,کاش تو ایران در کنار تست کرونا یه تست مغزی هم از کسایی که تو ایران زندگی می‌کنن و از ترامپ شارلاتان طرفداری می‌کنن بگیرن.,چرا ادعای ساینتیفیک امریکن درباره علم ستیز بودن ترامپ و مفید بودن بایدن برای پیشرفت علم غلط است؟ اگر مقصود، مدیریت کروناست که دولت ترامپ همان ابتدا برای تولید ۳۰۰ میلیون دوز  واکسن کرونا تا ماه ژانویه برنامه ریخت، به  الکس ایزار وزیر بهداشت دستور داد و بودجه فدرال اختصاص داده شد. https://t.co/LlfyY66aTy,nonparaphrase
796,حملات ترامپ و بایدن کم کم دارد ۱۸+ می‌شود! ترامپ گفته بایدن باید قبل از مناظره تست مواد بدهد! ستاد بایدن گفته او در مناظره از «کلمات» استفاده می‌کند و اگر ترامپ «ادرار» می‌خواهد، همه‌اش برای خودش! همان‌طور که در برابر بحران کرونا صرفا ادرار کرد و ۲۰۰ هزار تلفات به جا گذاشت. https://t.co/RcAuYBibvW,@2mohammadmosaed چقدر سفید نمایی شد با این حکم. بحران ها هم حل شد. ذهن ها که خالی نیست با قهوه ای پر شده. شالوده ها هم ترمیم شد. فقط مانده کرونا که مسئولیت آنرا هم خودت اعتراف کنی حله. من شنیدم ترامپ هم بخاطر تو از برجام اومد بیرون,nonparaphrase
797,@Mohsenalsharif5 @Jedaaal این اراجیف که اگر سپاه و حزب الله نبود مملکت دست داعش می افتاد رو نگو که حناتون رنگی نداره.اگر این تروریست ها نبودن و داعشی هم در اون صورت وجود داشت، بازهم مملکت ارتشی داشت که جلوی اینارو رو بگیره.,بدبخت حزب الله و سید حسن نصرالله اگر نبودن داعش تیکه تیکه ات کرده بود و زن و زندگیت و غارت بفهم نفهم #شورش_لبنان #بیروت,nonparaphrase
798,یه رالی موتورسواری قراره برگزارشه که ۲۵۰هزارنفر بابتش از سراسر آمریکا در داکوتای جنوبی جمع‌شدند. با هرکدومشون که مصاحبه می‌شه حماقت و بلاهت فواره می‌زنه و چرندیات ترامپ در رابطه با کرونا رو تفت می‌دند و آخرش به این نتیجه می‌رسند که این توطئه‌ی چپ‌ها برای شکست ترامپ در انتخاباته!,@roshangarnasl انگلیس و فرانسه اعلام کرده اند که کورونا در کشورشان بالا رفته است. اینهم یکی دیگر از گناه های ترامپ است که نتوانسته است جلوی کورونا را در ان کشور ها بگیرد. بایدن گویا برنامه کاملی برای از بین بردن کرونا دارد.,nonparaphrase
799,برگزاری نمایشگاه جشنواره ادواری عکس تعاون,نمایشگاه جشنواره ادواری عکس تعاون برگزار می شود,paraphrase
800,@ManotoNews زمانیکه البرادعی داشت گزارش نقض اتمی ما را به سازمان ملل میداد احمدی نژاد هم شیرینی پخش کرد میان مردم حالا تحریم ها سختتر میشه روحانی می‌خواد جشن بدبختی برامون بگیره مردم بدبخت ما که گیر چه شیادانی افتادن,RT @HananyaPersian: سخنان روحانی در سازمان ملل به جهان درباره ایران و آنچه واقعیت است . https://t.co/mqcqvFX67I,nonparaphrase
801,تیتر اول روزنامه های صبح ایران ، با استعفای ترامپ و برکناری دولت دیکتاتور آمریکا ، مردم آن کشور همگی به آغوش اسلام شتافتند. و کرونا هم ریشه کن شد . و در #لبنان هیچ خبری نیست. ⁦🤦🏽‍♂️⁩,@PisCanSco به نظر من دلایلت برات مسیح بودن ترامپ و جنگ جهانی کافی نبود. ارجاع می دم به کتاب انسان خردمند الان هزینه جنگ بالاست و سود صلح زیادی و فرهنگ و شعور سیاسی هم به سمت صلح حرکت می کنه اگر جنگی هم دار کار باشه مسلما مثل جنگ‌های قدیم نیست یک چیزی مثل همین کرونا است,nonparaphrase
802,یه رالی موتورسواری در داکوتای جنوبی قراره برگزارشه که ۲۵۰ هزارنفر از همه‌ی آمریکا قراره دور هم جمع‌شن و با هرکدومشون مصاحبه می‌کنن حماقت و بلاهتیه که فواره می‌زنه و تمام چرندیات ترامپ در رابطه با کرونا رو تفت‌می‌دن!,@saiuron ترامپ تلاش کرد گندی که کارتر و اوباما و دموکرات ها خاورمیانه زدن جبران کنه تا حدودی به هدفش رسیده برنامش این بود در چهار ساله دوم ریاست جمهوریش کار حزب الله و ج.ا تموم کنه که متأسفانه چین با ویروس کرونا و همدستی دموکرات ها ممکنه مردم آمریکا فریب بده تا به ترامپ رای ندن 😐,nonparaphrase
803,ترامپ هم مثل روحانیه. به گندکاری هاش افتخار میکنه. روحانی به مذاکره و برجام و ترامپ به .....👇👇 💢 در حالی که آمار قربانیان به کرونا در آمریکا از 200 هزار نفر گذشته است، ترامپ با توئیت  عکسی از گردهمایی انتخاباتی خود در پنسیلوانیا فخر فروشی می‌کند,@soo3_ محبوبیت ترامپ هم سر جریان کرونا کاهش یافته. اگرچه هنوز فرصت داره که ورق رو برگردونه,nonparaphrase
804,ژنرال سلیمانی آزادی رابرای مردم کل جهان میخواست و بخاطر همین در مقابل زیاده خواهیهای آمریکا و کشتارهای داعش ایستادوسرانجام داعش رانابود کرد الجنرال سيلماني أراد الحرية لكل الناس في العالم لهذا وقف أمام أنانية أمريكا و جرائم داعش و في النهاية إستطاع أن يقضى على داعش #قاسم_سليماني,قاسم سلیمانی با شجاعت در برابر کشتار و جنایت ظالمانه داعش ایستاد و آنها را به زانو درآورد.  وقف قاسم سليماني بشجاعة في وجه أعمال القتل الوحشية وجرائم داعش وأركعهم على ركبهم.#قاسم_سليماني  #HERO,nonparaphrase
805,۲- لیگ برتر اعلام کرده دلیل فسخ پرداخت نکردن به موقع ۱۶۰ میلیون فصل گرشته در ماه مارس بوده. شبکه PPTV به دلیل شیوع کرونا از پرداخت پول در موعد مقرر خودداری کرده بود. اما عده‌ای ماجرا را سیاسی می‌دانند؛ بوریس جانسون، نخست‌وزیر انگلیس چندی پیش همچون ترامپ جلوی فعالیت هواوی در توسعه,ترامپ برای نجات دادن خود و بهبود وضعیت کشورش از شورش مردم به دروغ اعلام ساخت داروی کرونا را میدهد تا شرایط را کمی آرومتر کند #تحریف_دشمنی,nonparaphrase
806,@Rre_shima خدا رحمتشون كنه و به شما صبر بده😔😔😔,@Rre_shima روحشون قرین رحمت خداوند💐🖤,paraphrase
807,بدبخت حزب الله و سید حسن نصرالله اگر نبودن داعش تیکه تیکه ات کرده بود و زن و زندگیت و غارت بفهم نفهم #شورش_لبنان #بیروت,@bilashkar_313 @amoosteve @ababil_333 @MrCyberAvenger @EbneHava @drjahanpur عامو جمعش کنیددیگه این حنا رنگی نداره، تمام کثافات منطقه از داعش و القاعده گرفته تا حزب الله و برادر اسد، همگی معلول و از تولیدات جانبی انقلاب عزیز خودمون و صدور شیعه گری انقلابی هستند. روزی که دکون شما ها تعطیل بشه اونا هم اوتوماتیک نابود میشن.,nonparaphrase
808,@Jony7744 @melliiun این اعتراضات تقریبا عقب ماندگی ترامپ تو نظرسنجی ها به خاطر کرونا رو داره جبران می‌کنه.تو ویسکانسین و میشیگان برای اولین بار ترامپ جلو افتاده تو یکی از نظرسنجی ها.مینه سوتا هم که قبلاً یه ایالت سیف برای دموکرات ها بود الان کاملا پنجاه پنجاه شده,@savramtzedeq @kargadan الان دو تا مشکل وجود داره یکی ترامپ و اونیکی کرونا! قبل از کرونا اگر لاتاری برده بودید و یه فامیل درجه‌ی اول تو آمریکا داشتین یا اینکه میتونستین نامه‌ی پیشنهاد کاری تو آمریکا نشون بدین معافیت از قانون منع ورود ایرانی‌ها میگرفتین اما الان هیچ ویزایی صادر نمیشه بخاطر کرونا,nonparaphrase
809,ثبت نام آزمون کارشناسی ارشدسال 95 گروه پزشکی آغازشد,آغاز ثبت نام آزمون کارشناسی ارشد سال 95 گروه پزشکی,paraphrase
810,اگر حاج قاسم و همرزمانش نبودند داعش و جبهه النصره یک مسیحی زنده در سوریه باقی نمی‌گذاشتند‌.,@ashkaniRAN2 @ManotoNews سایبری دوزاری😁  داعش سنی در مقابل داعش شیعی که شما باشید اصلا عددی نبود. درس پس میداد و مورد حمایت حکومت آخوندی بود. آخرم توسط نیروهای آمریکایی و ائتلاف و کردهای عراق و سوریه و ارتش عراق نابود شد. حزب الله و بشار اسد و قاسم کتلت اون موقع داشتن به کودکان سوری حمله شیمیایی میکردن,nonparaphrase
811,در انتخابات امریکا اگر رای گیری پستی نشه  شک نکنید ترامپ بار  دیگر  رئیس جمهور میشه . دمکرات ها و گلوبالیست ها فقط بخاطر اینکه بتونن انتخابات پستی کنن کرونا ساختن و به این مرحله   رسوندن تا بتونن ترامپ شکست بدن ‌ و   با  تقلب بایدن بفرستن کاخ سفید...   https://t.co/Zc9507NNl2,کنترل این کرونا هم دردسرساز شده واس ما. ترامپ و ویروس کرونا یهویی... https://t.co/zsphZ4wZBp,nonparaphrase
812,@saiuron ترامپ تلاش کرد گندی که کارتر و اوباما و دموکرات ها خاورمیانه زدن جبران کنه تا حدودی به هدفش رسیده برنامش این بود در چهار ساله دوم ریاست جمهوریش کار حزب الله و ج.ا تموم کنه که متأسفانه چین با ویروس کرونا و همدستی دموکرات ها ممکنه مردم آمریکا فریب بده تا به ترامپ رای ندن 😐,کرونا جنگ اقتصادی بین ابر قدرت های جهان و شکست آمریکا در جهان. دنیای پسا کرونا درست مانند جهان پس از 11 سپتامبر و 17 سپتامبر دیگر شبیه قبل نخواهد بود. خطرناک تر از کرونا تفکر حاکم بر مدیران آمریکا و ویروس خطرناکی چون ترامپ و تفکر یکجانبه گرایانه لابی قدرت حاکم بر آمریکاست. https://t.co/Ng1p2Gjkas,nonparaphrase
813,واکسن کرونا بزنم یکماه حتی کونمو نمیشورم چه برسه به دستام,@mrmohitoo واکسن کرونا رو بزنم دیگه خونه نشین میشم :),nonparaphrase
814,@mojdehk1 @Mehdi_Mojmeli بله اوایل کرونا تو همین توییتر ارزشی ها و انقلابی ها چه پایکوبی که میکردن از فلاکت مردم امریکا. میگفتن چون مردم امریکا مالیات میدن به دولت امریکا،  پس برن به درک.  پس اگه ترامپ هم منطق ارزشی ها رو داشته باشه الان میگه مردم ایران مالیات میدن به دولت پس برین به درک,@hamedbahari10 ملومه مدیری نمیگه چون تو این شرایط بیکاری و کرونا برنامهدش قطعدنشد و از همین نطام پول میگیره ترامپ خیلی برا امریکا خوبه بیکاری رو رسوند ب ۸ درصد یه چی تومایه احمدینژاد واس ملت ما ولی حیف ک تو کشور ما متعهدینو خونه نشین میکنن,nonparaphrase
815,@ruuhollah در جریان مرگ جورج فلوید(ظاهرا به اشتباه نوشته‌اید قتل!! توجه کنید که تمام تحقیقات قضایی تا کنون دلالت بر قتل نمیکند) بر عکس ترامپ با مقابله با ایده انحلال پلیس رای طبقه متوسط دموکرات را قاپید.در بازگشایی بعد کرونا هم همینطور. در مورد گودیر که دیگر بی اطلاعیست به ارزش سهام بنگرید.,برای من همین که ترامپ در برابر این جنایتکار ایستاده که یک میلیون انسان را در اردوگاه‌ها زندانی کرده و یک میلیون انسان را از طریق پخش کرونا در جهان کُشته، کافی است تا طرفدارش باشم. ایرانی طرفدارِ بایدن، به ما بگو جو بایدن هشت سال معاون رئیس جمهور بود، دربرابر این جنایتکار چه کرد؟ https://t.co/WoYPbnXMAm,nonparaphrase
816,آمریکای ظالم سردار سلیمانی را ترور کرد.تا پسر تروریستش داعش دوباره متولد شود.  أمريكا الطاغيه إغتالت الجنرال سليماني ليعود إبنها الإرهابي، داعش من جديد... #HERO,ژنرال سلیمانی آزادی رابرای مردم کل جهان میخواست و بخاطر همین در مقابل زیاده خواهیهای آمریکا و کشتارهای داعش ایستادوسرانجام داعش رانابود کرد الجنرال سيلماني أراد الحرية لكل الناس في العالم لهذا وقف أمام أنانية أمريكا و جرائم داعش و في النهاية إستطاع أن يقضى على داعش #قاسم_سليماني,nonparaphrase
817,ترامپ نمیگه ویروس کوید۱۹ و کرونا و از این کوفت و زهرمار ها. میگه ویروس چینی #ویروس_چینی,@Johnsnow651 ترامپ در سیاست گذاری تبعیض نژادی در آمریکا ناموفق بود در کنترل کرونا و بازار اقتصادی آمریکا ناموفق عمل کرد در بخش کارگری وخدمات درمانی و بیمه و مالیات در آمریکا ناموفق عمل کرد علاوه بر دوسال اول انتخاباتی که خوب عمل کرد خیلی از ایالت ها بخاطر سیاست اشتباه بین المللی و دیپلماتیک..,nonparaphrase
818,@saiuron ترامپ تلاش کرد گندی که کارتر و اوباما و دموکرات ها خاورمیانه زدن جبران کنه تا حدودی به هدفش رسیده برنامش این بود در چهار ساله دوم ریاست جمهوریش کار حزب الله و ج.ا تموم کنه که متأسفانه چین با ویروس کرونا و همدستی دموکرات ها ممکنه مردم آمریکا فریب بده تا به ترامپ رای ندن 😐,کنترل این کرونا هم دردسرساز شده واس ما. ترامپ و ویروس کرونا یهویی... https://t.co/zsphZ4wZBp,nonparaphrase
819,فتحی، عضو کمیسیون بهداشت و درمان مجلس:" ما در آینده نزدیک دو میلیون دوز واکسن کرونا از #روسیه می‌خریم." اينم پول آجيل حاج #پوتين تا بازهم برامون وتو كنه.!!!!,دو میلیون نفر قربانی و موش آزمایشگاهی روس ها تبدیل میشوند.  ایران از روسیه واکسن کرونا میخرد‌ . فتحی عضو کمسیون بهداشت و درمان مجلس : در آینده نزدیک دو میلیون دوز واکسن کرونا از روسیه میخریم . لازم به ذکر است واکسن روسی که تولید آن به شبهات فراوانی رو به رو است مورد تاُیید سازمان,nonparaphrase
820,@SamanthaIrani @IamAtoosa بانوی عزیز،،، گفتید که ایده ی ساخت کرونا توسط روسیه بوده، از طرفی دریافتیم کرونا جهت کشیدن ترمز ترامپ و مقابله با اهدافی که دارد در مقابل کمونیسم ساخته شده، خب یعنی روسیه هم مخالف ترامپ هم موافق براندازی؟ آیا اخیرا معامله ای صورت گرفت؟,ترامپ انتخاب میشه چون : ۱ جو بایدن احمق و خرفت شده ۲  مردم امریکا  در دوره بحرانی کرونا علاقه ای به بحران تغییر دولت ندارند  ۳ دمکرات ها در دوره بحرانی کرونا علاقه ای به گرفتن قدرت ندارند  ۴ دمکرات ها منتظرند تا ترامپ تکلیف جمهوری اسلامی را معلوم کند تا انها مسئولیتی نگیرند.,nonparaphrase
821,@HananyaPersian با وجودیکه منم دوست دارم ترامپ رای بیاره ولی گویا شانسش خیلی کمه. ضعیف عمل کردنش در مقابل ویروس کرونا و اعتراضات سیاهپوستان آمریکا و‌حمایتش از قشر سرمایه دار به جای قشر ضعیف در این دوره بد اقتصادی شانسش رو پایین آورده.,@Johnsnow651 ترامپ در سیاست گذاری تبعیض نژادی در آمریکا ناموفق بود در کنترل کرونا و بازار اقتصادی آمریکا ناموفق عمل کرد در بخش کارگری وخدمات درمانی و بیمه و مالیات در آمریکا ناموفق عمل کرد علاوه بر دوسال اول انتخاباتی که خوب عمل کرد خیلی از ایالت ها بخاطر سیاست اشتباه بین المللی و دیپلماتیک..,nonparaphrase
822,@Barbaro1115 نمیخواهم زیاد بحث کنم. ولی کی مثل ایشون تو این کشور با تجربه نیست. بایدن و ترامپ هم در این سن ها هستن. فقط یه خواهش دارم در مورد رهبری یکم بخونی بیشتر ایشونو میشناسی . همچنان که در قضیه کرونا گفت من چیزی نمیدونم هرچی ستاد کرونا بگه. یعنی چیزی ندونم نظر نمیدم.ولی روحانی این شکلی ن,@AlinejadMasih این زنکه ولگرد دلقک ترامپ دروغ گوی بزرگی است. ایران ایلامی یعنی همدلی در زمان مشکلات. مثل کرونا https://t.co/8wGlhcgnDe,nonparaphrase
823,برنامه تولید واکسن ویروس کرونا با سرعت بالا بودجه می‌خواهد. ترامپ یا بایدن که خودشان نمی‌روند در آزمایشگاه واکسن کشف کنند. بودجه تامین می‌کنند تا متخصصان و دانشمندان این کار را انجام دهند. طرح واکسیناسیون ۳۰۰ میلیون نفر را تا ژانویه ۲۰۲۱ درست و قابل دفاع بود‌ و رئیس جمهور ایالات,خبر خوب امشب ترامپ : سازمان غذا و دارو مجوز استفاده از پلاسمای خون بهبود یافتگان از کرونا را داد. -آنتی‌بادی خون آنها یک ایمنی بسیار قدرتمند علیه ویروس چینی خواهد بود. -مرگ و میرها حداقل ۳۵٪ کاهش خواهد یافت. -واکسن هم به زودی آماده میشود و در حال پیشرفت در ساخت آن هستیم. https://t.co/p1E0XKXdz6,nonparaphrase
